InvoiceNo,Description,Quantity,UnitPrice,InvoiceDate,Country,CustomerID
290657,Portable SSD,9,99.99,2022-12-15 10:00:00,Germany,77700
974083,Portable SSD,8,99.99,2022-08-20 20:00:00,France,52496
755475,Laptop Stand,4,30.0,2024-04-22 03:00:00,United Kingdom,86270
767705,Smartwatch,1,199.99,2024-11-10 18:00:00,Spain,63064
104481,Laptop Stand,8,30.0,2022-12-23 15:00:00,Belgium,56755
437691,Portable SSD,4,99.99,2023-08-14 17:00:00,France,32862
580940,Laptop Stand,3,30.0,2022-11-26 00:00:00,Belgium,82805
121921,Noise Cancelling Headphones,6,120.0,2024-08-22 05:00:00,Spain,80976
313329,Smartwatch,5,199.99,2022-09-17 23:00:00,Germany,97261
293345,Portable SSD,6,99.99,2024-03-21 04:00:00,Spain,88125
790653,Mechanical Keyboard,2,85.0,2024-02-07 15:00:00,Spain,92796
180292,Wireless Mouse,2,15.99,2024-01-18 00:00:00,Italy,97692
412251,Smartwatch,10,199.99,2022-04-22 16:00:00,Netherlands,71274
875426,Bluetooth Speaker,6,45.0,2023-01-04 20:00:00,France,21603
437373,Mechanical Keyboard,7,85.0,2024-10-14 02:00:00,Netherlands,52833
926709,LED Monitor,6,150.0,2022-06-22 06:00:00,United Kingdom,34869
569169,Laptop Stand,6,30.0,2024-08-02 09:00:00,United Kingdom,57197
782129,Mechanical Keyboard,5,85.0,2023-01-28 14:00:00,Spain,97281
553626,USB-C Cable,8,7.99,2023-12-05 18:00:00,Italy,63019
245191,Laptop Stand,10,30.0,2023-09-14 06:00:00,Italy,53659
691495,Smartwatch,5,199.99,2022-12-20 12:00:00,France,81606
305869,Webcam HD,3,39.99,2023-10-20 14:00:00,Belgium,22173
244295,Noise Cancelling Headphones,8,120.0,2024-03-02 12:00:00,France,54768
555114,Wireless Mouse,9,15.99,2022-03-31 04:00:00,Spain,20781
545083,Webcam HD,2,39.99,2023-09-04 08:00:00,United Kingdom,38736
406031,USB-C Cable,2,7.99,2023-04-07 14:00:00,Netherlands,25494
356847,Noise Cancelling Headphones,8,120.0,2022-07-02 02:00:00,Spain,60954
883985,Smartwatch,8,199.99,2022-04-12 08:00:00,United Kingdom,18822
285014,Laptop Stand,10,30.0,2023-01-22 01:00:00,Belgium,12839
879395,Smartwatch,2,199.99,2024-12-10 17:00:00,Belgium,61855
923857,Webcam HD,4,39.99,2023-04-25 07:00:00,Germany,92615
431524,LED Monitor,5,150.0,2024-09-23 17:00:00,United Kingdom,22320
659568,USB-C Cable,1,7.99,2022-02-05 21:00:00,United Kingdom,98436
402352,Smartwatch,3,199.99,2022-08-29 12:00:00,Belgium,61279
652140,Bluetooth Speaker,4,45.0,2023-08-11 05:00:00,Germany,32905
704667,Webcam HD,10,39.99,2022-04-16 15:00:00,United Kingdom,33765
222243,Portable SSD,3,99.99,2022-08-12 19:00:00,United Kingdom,69440
574864,Noise Cancelling Headphones,1,120.0,2024-06-26 05:00:00,United Kingdom,83063
678769,Smartwatch,6,199.99,2022-10-15 11:00:00,United Kingdom,58273
742014,Laptop Stand,2,30.0,2022-06-05 23:00:00,Italy,78862
704430,Webcam HD,5,39.99,2023-12-05 18:00:00,Belgium,90373
310155,LED Monitor,1,150.0,2022-04-14 17:00:00,Germany,27583
843537,LED Monitor,1,150.0,2023-10-19 09:00:00,Netherlands,49090
509240,Laptop Stand,2,30.0,2024-06-22 03:00:00,United Kingdom,26719
335439,Webcam HD,8,39.99,2023-03-23 16:00:00,Belgium,42579
158416,Portable SSD,8,99.99,2022-01-04 08:00:00,Belgium,51672
461559,USB-C Cable,10,7.99,2024-03-21 21:00:00,Spain,88339
712485,Mechanical Keyboard,3,85.0,2022-11-22 23:00:00,Netherlands,19693
608259,Wireless Mouse,1,15.99,2022-06-10 19:00:00,Italy,61825
467227,Laptop Stand,1,30.0,2022-02-13 19:00:00,Italy,41791
213360,USB-C Cable,8,7.99,2024-07-14 09:00:00,Italy,92891
721029,Bluetooth Speaker,8,45.0,2022-09-08 03:00:00,Germany,24916
744853,Smartwatch,7,199.99,2022-12-06 10:00:00,Spain,96748
772894,Wireless Mouse,4,15.99,2023-11-08 08:00:00,Netherlands,66994
551283,Noise Cancelling Headphones,7,120.0,2022-07-18 18:00:00,Germany,10303
797565,Mechanical Keyboard,3,85.0,2022-01-16 23:00:00,Netherlands,32134
249605,Smartwatch,7,199.99,2023-12-11 04:00:00,France,57508
182919,LED Monitor,4,150.0,2023-03-09 13:00:00,Germany,29009
261504,USB-C Cable,7,7.99,2024-03-07 16:00:00,Belgium,22588
508942,USB-C Cable,9,7.99,2023-08-20 12:00:00,Spain,47002
282389,Noise Cancelling Headphones,3,120.0,2023-02-12 06:00:00,Belgium,99232
449395,Webcam HD,8,39.99,2023-09-29 07:00:00,France,76754
933894,Bluetooth Speaker,10,45.0,2022-12-18 09:00:00,France,81112
179296,Portable SSD,2,99.99,2022-05-22 23:00:00,Italy,66318
645289,Mechanical Keyboard,3,85.0,2023-04-04 18:00:00,Spain,54506
202402,Smartwatch,1,199.99,2022-08-23 05:00:00,United Kingdom,24390
120222,Webcam HD,8,39.99,2022-08-16 21:00:00,France,96393
691303,Mechanical Keyboard,3,85.0,2023-03-13 15:00:00,France,59692
444600,Mechanical Keyboard,5,85.0,2022-08-11 18:00:00,Italy,21077
188064,Wireless Mouse,9,15.99,2023-05-04 17:00:00,Belgium,48898
663539,Mechanical Keyboard,4,85.0,2023-01-18 17:00:00,Italy,69604
282316,Laptop Stand,3,30.0,2022-11-11 01:00:00,Spain,12757
950858,Mechanical Keyboard,8,85.0,2023-06-01 18:00:00,Germany,20825
785716,Noise Cancelling Headphones,8,120.0,2022-01-29 11:00:00,Germany,27199
624501,Mechanical Keyboard,6,85.0,2023-11-13 05:00:00,France,42521
830565,USB-C Cable,2,7.99,2024-10-10 02:00:00,Spain,33094
469415,Portable SSD,5,99.99,2024-10-21 12:00:00,France,25313
188669,Wireless Mouse,2,15.99,2024-12-28 23:00:00,Spain,89910
365061,Webcam HD,10,39.99,2022-05-24 05:00:00,United Kingdom,70450
161318,USB-C Cable,2,7.99,2022-04-11 17:00:00,Netherlands,63112
965534,Webcam HD,3,39.99,2024-11-20 23:00:00,France,32909
714710,Portable SSD,10,99.99,2023-09-07 00:00:00,Germany,49039
762562,Noise Cancelling Headphones,4,120.0,2024-07-14 07:00:00,Italy,89263
806742,Wireless Mouse,10,15.99,2023-05-23 10:00:00,Italy,23610
823327,USB-C Cable,8,7.99,2023-12-15 11:00:00,Netherlands,43040
404824,Portable SSD,7,99.99,2023-05-06 19:00:00,Italy,42225
954624,Bluetooth Speaker,8,45.0,2023-04-18 22:00:00,Belgium,77330
703754,Webcam HD,8,39.99,2024-12-28 03:00:00,Italy,88800
357341,Smartwatch,3,199.99,2024-06-28 00:00:00,Spain,39102
332769,Portable SSD,1,99.99,2023-04-23 01:00:00,Italy,85624
278386,Smartwatch,4,199.99,2022-06-10 03:00:00,Spain,96580
107334,USB-C Cable,5,7.99,2024-12-05 04:00:00,United Kingdom,69326
900533,Webcam HD,5,39.99,2023-12-09 13:00:00,Germany,96632
961879,Smartwatch,6,199.99,2022-09-23 19:00:00,United Kingdom,40595
964636,Smartwatch,9,199.99,2023-04-06 02:00:00,Netherlands,24099
681887,Noise Cancelling Headphones,10,120.0,2022-01-25 07:00:00,France,66160
299460,LED Monitor,7,150.0,2022-12-03 03:00:00,Belgium,59677
871447,Wireless Mouse,8,15.99,2023-07-06 06:00:00,Belgium,90033
303341,Wireless Mouse,9,15.99,2022-11-04 22:00:00,Italy,34872
922265,Noise Cancelling Headphones,5,120.0,2022-06-12 18:00:00,Spain,81334
246674,Laptop Stand,3,30.0,2024-05-21 04:00:00,Germany,12714
116810,Smartwatch,6,199.99,2024-01-13 16:00:00,Netherlands,35748
382919,USB-C Cable,4,7.99,2022-02-11 13:00:00,Italy,62149
210791,Wireless Mouse,1,15.99,2024-10-11 10:00:00,United Kingdom,88244
438732,Portable SSD,7,99.99,2024-03-20 00:00:00,Italy,38197
664617,Smartwatch,2,199.99,2024-07-17 09:00:00,Italy,71873
293431,USB-C Cable,4,7.99,2022-11-26 09:00:00,United Kingdom,66633
116480,Portable SSD,6,99.99,2023-03-30 14:00:00,United Kingdom,16868
928468,USB-C Cable,8,7.99,2022-02-21 16:00:00,United Kingdom,48584
419391,Mechanical Keyboard,10,85.0,2023-01-14 15:00:00,United Kingdom,24530
158750,USB-C Cable,7,7.99,2023-12-01 09:00:00,Spain,71185
712312,Noise Cancelling Headphones,7,120.0,2023-10-08 15:00:00,France,53344
672576,LED Monitor,2,150.0,2023-03-09 15:00:00,Spain,27397
299688,Bluetooth Speaker,9,45.0,2024-05-02 03:00:00,Belgium,85407
834373,Bluetooth Speaker,3,45.0,2023-02-24 09:00:00,Italy,54489
909874,Wireless Mouse,10,15.99,2022-11-26 09:00:00,Spain,91561
630571,LED Monitor,1,150.0,2023-05-03 03:00:00,France,76887
861416,Webcam HD,2,39.99,2022-04-17 07:00:00,United Kingdom,32350
392097,Webcam HD,6,39.99,2022-11-08 06:00:00,Italy,16836
656397,Mechanical Keyboard,2,85.0,2022-11-12 23:00:00,France,91625
768829,Bluetooth Speaker,4,45.0,2024-05-07 04:00:00,France,43101
176367,Wireless Mouse,10,15.99,2024-11-26 04:00:00,France,22087
617648,Mechanical Keyboard,8,85.0,2022-02-16 21:00:00,United Kingdom,93507
379470,LED Monitor,1,150.0,2022-10-13 14:00:00,Netherlands,51815
993599,Webcam HD,6,39.99,2024-12-13 13:00:00,Italy,20731
397538,Wireless Mouse,5,15.99,2022-05-20 08:00:00,United Kingdom,20873
256682,LED Monitor,5,150.0,2022-08-24 20:00:00,Italy,39153
304097,Wireless Mouse,3,15.99,2024-09-20 04:00:00,Italy,77862
726759,Smartwatch,7,199.99,2024-10-25 10:00:00,United Kingdom,65830
639480,Webcam HD,5,39.99,2023-09-13 11:00:00,Belgium,42263
752759,Portable SSD,6,99.99,2022-12-19 03:00:00,United Kingdom,20161
187425,USB-C Cable,8,7.99,2022-07-30 10:00:00,France,12533
714763,Mechanical Keyboard,7,85.0,2022-09-18 13:00:00,Spain,55853
615398,LED Monitor,3,150.0,2023-01-05 08:00:00,Germany,52725
364894,Smartwatch,10,199.99,2022-10-08 23:00:00,Belgium,47341
341111,Noise Cancelling Headphones,4,120.0,2022-01-25 09:00:00,Netherlands,16100
330519,Mechanical Keyboard,5,85.0,2022-06-23 14:00:00,France,77542
484647,Mechanical Keyboard,5,85.0,2023-05-19 13:00:00,France,65508
791630,LED Monitor,4,150.0,2022-07-19 20:00:00,Germany,19269
381566,Noise Cancelling Headphones,9,120.0,2022-01-25 20:00:00,Netherlands,41728
118630,Laptop Stand,2,30.0,2022-03-18 14:00:00,United Kingdom,55103
962878,Bluetooth Speaker,7,45.0,2022-12-23 15:00:00,France,92634
233547,Bluetooth Speaker,2,45.0,2024-02-15 22:00:00,United Kingdom,82151
309497,Noise Cancelling Headphones,8,120.0,2024-07-07 14:00:00,Italy,18087
114424,Laptop Stand,9,30.0,2024-07-26 18:00:00,Spain,77098
718243,Portable SSD,1,99.99,2024-10-16 01:00:00,Germany,31694
972300,Smartwatch,4,199.99,2023-08-17 18:00:00,Netherlands,23204
853327,Bluetooth Speaker,4,45.0,2022-07-02 03:00:00,Netherlands,86556
843768,Noise Cancelling Headphones,8,120.0,2023-08-30 08:00:00,United Kingdom,52116
512571,Noise Cancelling Headphones,1,120.0,2024-02-02 23:00:00,Italy,44899
283293,Portable SSD,5,99.99,2023-02-07 08:00:00,Italy,87322
581658,Bluetooth Speaker,1,45.0,2024-02-28 09:00:00,France,48557
826801,Mechanical Keyboard,7,85.0,2022-12-31 21:00:00,United Kingdom,77424
869208,Laptop Stand,2,30.0,2024-05-24 20:00:00,Germany,21381
234856,Smartwatch,7,199.99,2022-03-25 07:00:00,France,20468
722531,Portable SSD,2,99.99,2023-11-09 01:00:00,Spain,34884
831638,Laptop Stand,6,30.0,2024-05-11 18:00:00,Spain,24270
549362,Webcam HD,10,39.99,2024-07-19 12:00:00,Spain,98285
219293,LED Monitor,5,150.0,2023-12-19 07:00:00,United Kingdom,72752
850684,Laptop Stand,8,30.0,2023-03-19 15:00:00,Spain,75254
182281,Wireless Mouse,4,15.99,2024-11-20 09:00:00,Belgium,11042
951133,Bluetooth Speaker,9,45.0,2023-07-15 00:00:00,United Kingdom,22718
880339,Mechanical Keyboard,9,85.0,2023-01-22 02:00:00,Italy,64517
754623,Wireless Mouse,5,15.99,2022-06-26 21:00:00,Spain,48424
938518,Webcam HD,6,39.99,2023-01-13 06:00:00,France,75723
140712,Mechanical Keyboard,10,85.0,2023-11-16 03:00:00,France,48323
354347,Smartwatch,7,199.99,2023-09-06 16:00:00,Italy,83213
581761,Noise Cancelling Headphones,4,120.0,2022-07-07 06:00:00,France,55351
365629,Bluetooth Speaker,3,45.0,2023-02-03 23:00:00,France,42293
877946,USB-C Cable,7,7.99,2022-09-22 08:00:00,Germany,85486
760414,Webcam HD,9,39.99,2023-09-27 05:00:00,United Kingdom,26437
542627,Noise Cancelling Headphones,3,120.0,2022-04-18 03:00:00,Germany,85706
495712,USB-C Cable,6,7.99,2022-12-12 08:00:00,Spain,34594
120571,Bluetooth Speaker,3,45.0,2023-01-22 13:00:00,United Kingdom,81487
986679,Bluetooth Speaker,4,45.0,2023-05-13 03:00:00,Belgium,54567
139925,Bluetooth Speaker,6,45.0,2023-11-12 04:00:00,France,34207
991553,Portable SSD,3,99.99,2024-11-28 08:00:00,France,28573
210854,USB-C Cable,5,7.99,2024-01-29 12:00:00,Netherlands,27983
958781,Laptop Stand,4,30.0,2024-05-28 23:00:00,Spain,19344
137079,LED Monitor,10,150.0,2022-05-06 16:00:00,Italy,80100
310532,USB-C Cable,5,7.99,2022-05-26 13:00:00,France,97356
973100,Webcam HD,8,39.99,2022-11-21 01:00:00,United Kingdom,89927
383617,Mechanical Keyboard,8,85.0,2022-09-20 05:00:00,Germany,42131
242911,Bluetooth Speaker,2,45.0,2024-02-28 00:00:00,France,61543
452044,Bluetooth Speaker,8,45.0,2022-03-24 23:00:00,France,66079
240708,Noise Cancelling Headphones,3,120.0,2022-04-17 07:00:00,Germany,90936
123949,Webcam HD,10,39.99,2024-12-12 23:00:00,Italy,20418
984587,Mechanical Keyboard,7,85.0,2024-05-03 02:00:00,Belgium,18423
340047,Portable SSD,9,99.99,2024-09-08 20:00:00,France,65469
916273,Mechanical Keyboard,8,85.0,2023-11-04 17:00:00,Netherlands,54145
509002,Wireless Mouse,4,15.99,2024-10-08 05:00:00,Belgium,95512
339552,Wireless Mouse,1,15.99,2022-12-27 04:00:00,Spain,63677
147663,Mechanical Keyboard,6,85.0,2024-08-20 02:00:00,Italy,78676
282062,Laptop Stand,2,30.0,2022-03-14 02:00:00,Spain,23908
974968,Smartwatch,7,199.99,2023-08-13 22:00:00,France,60900
288402,USB-C Cable,4,7.99,2022-04-18 20:00:00,Netherlands,17037
180033,Webcam HD,7,39.99,2022-04-07 19:00:00,United Kingdom,38440
632685,Smartwatch,7,199.99,2022-09-11 08:00:00,United Kingdom,12751
712141,Webcam HD,1,39.99,2022-05-03 13:00:00,United Kingdom,17439
682558,Bluetooth Speaker,1,45.0,2024-04-27 03:00:00,Belgium,55769
516629,Noise Cancelling Headphones,10,120.0,2022-01-18 04:00:00,United Kingdom,70852
149319,LED Monitor,7,150.0,2023-05-12 15:00:00,Belgium,84838
401490,Webcam HD,5,39.99,2024-07-07 14:00:00,Netherlands,27058
267073,Webcam HD,10,39.99,2024-06-09 05:00:00,Italy,32383
188894,Webcam HD,9,39.99,2022-03-24 09:00:00,France,93825
570384,Laptop Stand,7,30.0,2023-04-29 19:00:00,Netherlands,59509
390214,Bluetooth Speaker,7,45.0,2023-10-20 19:00:00,Netherlands,48398
603703,Wireless Mouse,10,15.99,2022-02-27 18:00:00,Belgium,80637
115772,USB-C Cable,5,7.99,2024-10-19 20:00:00,Germany,54841
221868,LED Monitor,3,150.0,2023-07-12 00:00:00,Netherlands,74244
311617,Noise Cancelling Headphones,8,120.0,2023-06-06 19:00:00,France,62827
737302,Laptop Stand,4,30.0,2023-01-08 23:00:00,Germany,63993
498399,USB-C Cable,4,7.99,2023-12-18 08:00:00,Netherlands,61889
309422,Bluetooth Speaker,4,45.0,2023-10-29 22:00:00,France,60635
241641,Laptop Stand,7,30.0,2024-09-09 06:00:00,Italy,38233
607617,Wireless Mouse,6,15.99,2023-12-16 08:00:00,France,30490
779671,Mechanical Keyboard,2,85.0,2024-09-04 05:00:00,United Kingdom,12878
896836,Laptop Stand,3,30.0,2024-08-18 06:00:00,Belgium,97295
999915,Noise Cancelling Headphones,9,120.0,2022-09-25 02:00:00,Italy,19540
558699,Bluetooth Speaker,2,45.0,2024-08-04 19:00:00,United Kingdom,68401
387408,Bluetooth Speaker,4,45.0,2024-06-12 18:00:00,United Kingdom,86481
418032,Webcam HD,8,39.99,2022-09-27 04:00:00,Germany,88772
966582,Mechanical Keyboard,9,85.0,2022-12-03 16:00:00,United Kingdom,98720
435589,LED Monitor,1,150.0,2022-01-15 00:00:00,United Kingdom,77681
308316,Webcam HD,3,39.99,2022-10-13 14:00:00,United Kingdom,88234
438709,Webcam HD,6,39.99,2022-02-11 02:00:00,France,92773
606051,Laptop Stand,8,30.0,2023-11-27 08:00:00,France,95948
961173,Noise Cancelling Headphones,8,120.0,2022-02-12 04:00:00,United Kingdom,69311
902577,Wireless Mouse,9,15.99,2023-05-23 03:00:00,Germany,41911
926020,USB-C Cable,4,7.99,2023-11-23 12:00:00,United Kingdom,24377
970445,Smartwatch,2,199.99,2022-10-18 16:00:00,Spain,35409
218003,USB-C Cable,1,7.99,2024-03-30 08:00:00,Spain,13441
641562,Webcam HD,4,39.99,2024-11-12 16:00:00,Spain,74880
955754,Wireless Mouse,3,15.99,2022-11-26 13:00:00,Netherlands,89497
859435,Mechanical Keyboard,4,85.0,2022-06-30 04:00:00,United Kingdom,59063
493857,USB-C Cable,6,7.99,2022-03-28 23:00:00,France,17271
649542,USB-C Cable,4,7.99,2022-02-04 00:00:00,Netherlands,49989
868000,LED Monitor,8,150.0,2023-10-24 05:00:00,United Kingdom,19700
349796,Wireless Mouse,6,15.99,2023-09-23 10:00:00,Belgium,69695
761932,Laptop Stand,5,30.0,2023-03-16 12:00:00,Italy,29475
297433,Wireless Mouse,7,15.99,2024-05-17 18:00:00,United Kingdom,54741
403840,Noise Cancelling Headphones,1,120.0,2023-05-13 13:00:00,United Kingdom,57088
768741,USB-C Cable,3,7.99,2022-05-05 09:00:00,Spain,45927
440231,USB-C Cable,1,7.99,2023-09-04 17:00:00,Italy,24490
666330,Webcam HD,9,39.99,2024-12-18 12:00:00,United Kingdom,37930
751994,Mechanical Keyboard,5,85.0,2024-10-16 05:00:00,Germany,43136
193103,Bluetooth Speaker,10,45.0,2023-11-06 00:00:00,Belgium,97287
559367,Wireless Mouse,1,15.99,2023-04-11 05:00:00,Germany,70755
674932,USB-C Cable,5,7.99,2024-05-19 01:00:00,France,42791
376678,Smartwatch,1,199.99,2023-03-27 14:00:00,United Kingdom,43769
963763,Portable SSD,2,99.99,2022-07-29 12:00:00,Spain,14949
432801,LED Monitor,9,150.0,2022-10-04 16:00:00,Netherlands,97048
398407,Wireless Mouse,2,15.99,2022-12-14 08:00:00,Belgium,44851
244015,Noise Cancelling Headphones,9,120.0,2022-05-19 01:00:00,Italy,17346
965691,Noise Cancelling Headphones,10,120.0,2023-06-15 15:00:00,Spain,31950
900179,Laptop Stand,6,30.0,2023-12-13 07:00:00,Belgium,50922
621840,Bluetooth Speaker,7,45.0,2022-01-21 11:00:00,Netherlands,61565
896882,Portable SSD,4,99.99,2023-08-04 13:00:00,Italy,23911
877353,Laptop Stand,1,30.0,2023-02-21 21:00:00,Spain,71953
220029,Bluetooth Speaker,10,45.0,2023-11-19 12:00:00,United Kingdom,49390
202664,Wireless Mouse,3,15.99,2022-03-15 12:00:00,United Kingdom,95520
175995,Mechanical Keyboard,8,85.0,2024-08-27 08:00:00,Belgium,31691
101830,Mechanical Keyboard,1,85.0,2023-03-13 01:00:00,Germany,26811
787766,USB-C Cable,3,7.99,2023-10-08 16:00:00,Italy,36607
182182,Webcam HD,9,39.99,2022-08-30 21:00:00,France,49826
236677,USB-C Cable,6,7.99,2022-05-17 07:00:00,Netherlands,11959
475501,Laptop Stand,8,30.0,2022-12-19 20:00:00,Germany,26473
302468,Portable SSD,4,99.99,2023-08-02 02:00:00,France,26557
858656,Smartwatch,2,199.99,2024-12-11 06:00:00,Netherlands,31308
343526,USB-C Cable,3,7.99,2023-02-25 19:00:00,Netherlands,59469
245823,Noise Cancelling Headphones,2,120.0,2024-06-22 00:00:00,Germany,56508
473757,Smartwatch,9,199.99,2023-06-20 00:00:00,Spain,70787
579186,Laptop Stand,2,30.0,2023-05-10 20:00:00,Spain,24519
126397,Wireless Mouse,7,15.99,2022-11-03 23:00:00,Spain,84838
370748,Portable SSD,4,99.99,2024-06-09 18:00:00,Netherlands,26320
232166,Wireless Mouse,9,15.99,2022-11-29 09:00:00,Belgium,59234
129604,Wireless Mouse,9,15.99,2022-02-15 02:00:00,United Kingdom,24195
430211,Mechanical Keyboard,1,85.0,2024-11-18 15:00:00,Germany,29420
946885,Bluetooth Speaker,6,45.0,2024-09-10 21:00:00,Spain,48003
937166,Webcam HD,7,39.99,2024-11-08 17:00:00,Netherlands,25413
133939,Mechanical Keyboard,3,85.0,2022-04-07 05:00:00,United Kingdom,22136
765780,Webcam HD,7,39.99,2022-11-14 22:00:00,Netherlands,80308
485564,USB-C Cable,5,7.99,2024-08-14 00:00:00,Germany,94610
471543,Laptop Stand,7,30.0,2022-05-05 03:00:00,Spain,84626
892707,Mechanical Keyboard,7,85.0,2024-08-23 11:00:00,France,15691
312758,Webcam HD,10,39.99,2024-02-03 19:00:00,United Kingdom,23810
737983,Portable SSD,10,99.99,2024-07-06 09:00:00,Germany,17581
751677,Webcam HD,9,39.99,2023-04-08 19:00:00,Belgium,83586
940159,Mechanical Keyboard,4,85.0,2022-05-24 01:00:00,Belgium,21367
927602,Mechanical Keyboard,1,85.0,2023-11-12 05:00:00,France,19789
598867,Webcam HD,5,39.99,2023-05-18 01:00:00,Germany,43403
935829,Bluetooth Speaker,9,45.0,2022-05-20 07:00:00,Spain,51584
296823,Portable SSD,3,99.99,2024-10-11 22:00:00,Germany,24297
740480,Mechanical Keyboard,6,85.0,2022-10-08 01:00:00,Italy,86295
883562,Portable SSD,3,99.99,2022-09-21 23:00:00,United Kingdom,25393
880678,USB-C Cable,4,7.99,2024-11-14 10:00:00,Germany,48259
787715,Webcam HD,1,39.99,2022-01-19 02:00:00,Italy,64729
420944,Portable SSD,5,99.99,2022-03-08 22:00:00,France,43416
173349,LED Monitor,7,150.0,2022-05-12 19:00:00,Italy,73058
490704,Webcam HD,2,39.99,2023-01-22 18:00:00,Netherlands,33473
916576,USB-C Cable,9,7.99,2024-03-27 19:00:00,Italy,25688
960469,Smartwatch,6,199.99,2023-01-03 01:00:00,United Kingdom,43038
220106,USB-C Cable,4,7.99,2022-05-04 17:00:00,Germany,97713
211222,Smartwatch,4,199.99,2024-04-14 05:00:00,France,32172
401341,USB-C Cable,7,7.99,2022-02-19 09:00:00,Spain,37691
729664,Wireless Mouse,1,15.99,2022-03-13 08:00:00,Belgium,64893
870780,LED Monitor,2,150.0,2024-12-21 22:00:00,Italy,24489
798029,Bluetooth Speaker,6,45.0,2024-04-17 03:00:00,Italy,35151
925528,USB-C Cable,1,7.99,2023-02-18 02:00:00,United Kingdom,36589
465422,Noise Cancelling Headphones,5,120.0,2022-06-14 12:00:00,Italy,29354
643004,Smartwatch,2,199.99,2023-05-07 16:00:00,France,36868
858649,Wireless Mouse,10,15.99,2023-09-05 02:00:00,Italy,51808
968102,Wireless Mouse,8,15.99,2022-08-14 01:00:00,United Kingdom,80747
108151,USB-C Cable,2,7.99,2023-04-16 12:00:00,Netherlands,95338
727795,LED Monitor,4,150.0,2024-03-21 18:00:00,Spain,20617
804530,USB-C Cable,5,7.99,2024-09-08 04:00:00,United Kingdom,98090
682768,USB-C Cable,2,7.99,2023-10-03 20:00:00,Germany,11361
140564,Webcam HD,6,39.99,2023-12-30 13:00:00,Netherlands,39584
460809,Wireless Mouse,8,15.99,2022-06-11 10:00:00,Belgium,57749
308923,Smartwatch,4,199.99,2024-05-12 07:00:00,Spain,25466
139436,Smartwatch,7,199.99,2022-10-29 15:00:00,France,36307
409575,Laptop Stand,4,30.0,2022-09-11 12:00:00,Spain,45056
973563,Bluetooth Speaker,5,45.0,2024-05-21 08:00:00,United Kingdom,91664
258700,Laptop Stand,8,30.0,2024-08-16 15:00:00,Germany,45257
496010,Mechanical Keyboard,7,85.0,2024-06-09 04:00:00,Italy,85419
593640,Portable SSD,6,99.99,2024-10-25 11:00:00,Spain,58999
762504,Portable SSD,9,99.99,2023-12-10 06:00:00,Belgium,30510
486662,USB-C Cable,8,7.99,2024-01-07 11:00:00,Germany,29544
410523,Portable SSD,8,99.99,2023-09-05 23:00:00,France,68184
431636,Laptop Stand,3,30.0,2022-03-03 03:00:00,United Kingdom,35215
701482,Laptop Stand,6,30.0,2023-01-11 00:00:00,Belgium,53068
867408,Portable SSD,5,99.99,2024-09-27 17:00:00,Italy,91347
502627,Bluetooth Speaker,1,45.0,2023-09-28 21:00:00,Netherlands,19901
698988,Noise Cancelling Headphones,6,120.0,2023-09-03 15:00:00,Belgium,13486
741217,USB-C Cable,7,7.99,2022-11-04 12:00:00,Italy,14678
139883,Smartwatch,5,199.99,2024-09-27 18:00:00,Netherlands,36470
508233,Noise Cancelling Headphones,3,120.0,2023-05-28 16:00:00,United Kingdom,33096
708909,Bluetooth Speaker,9,45.0,2022-06-22 03:00:00,United Kingdom,90943
908356,Mechanical Keyboard,9,85.0,2024-12-30 05:00:00,Germany,52986
652909,Smartwatch,6,199.99,2024-02-21 04:00:00,Spain,90423
518999,USB-C Cable,9,7.99,2022-07-20 17:00:00,Germany,53601
350767,Laptop Stand,4,30.0,2022-05-04 06:00:00,Germany,84061
782996,Smartwatch,4,199.99,2022-10-27 02:00:00,Belgium,72161
973383,LED Monitor,1,150.0,2022-04-16 09:00:00,Germany,50155
305584,Portable SSD,1,99.99,2023-09-13 13:00:00,Spain,34094
165988,Wireless Mouse,8,15.99,2024-11-03 01:00:00,Belgium,76859
622925,LED Monitor,7,150.0,2022-01-28 01:00:00,Italy,67161
695197,LED Monitor,6,150.0,2022-02-17 01:00:00,Spain,43876
749993,USB-C Cable,7,7.99,2024-07-19 20:00:00,Italy,97870
653592,Smartwatch,5,199.99,2024-02-07 21:00:00,Spain,42026
797501,Laptop Stand,8,30.0,2022-12-20 06:00:00,Spain,95067
601514,Laptop Stand,5,30.0,2022-05-22 23:00:00,Italy,95034
914673,USB-C Cable,1,7.99,2023-06-14 16:00:00,Spain,11492
871647,Smartwatch,9,199.99,2024-11-25 03:00:00,Italy,49384
468069,Noise Cancelling Headphones,5,120.0,2024-09-06 14:00:00,Belgium,74505
412122,Smartwatch,9,199.99,2024-09-24 04:00:00,Italy,92527
978400,Wireless Mouse,5,15.99,2023-01-25 17:00:00,Belgium,88692
420324,LED Monitor,3,150.0,2022-12-06 08:00:00,Spain,76249
506482,Mechanical Keyboard,8,85.0,2023-11-23 11:00:00,Germany,28356
800404,Mechanical Keyboard,3,85.0,2024-07-28 03:00:00,Germany,44207
862844,Bluetooth Speaker,8,45.0,2023-02-14 15:00:00,France,44063
802209,Laptop Stand,8,30.0,2024-08-28 17:00:00,Netherlands,17752
500548,Laptop Stand,1,30.0,2023-09-05 22:00:00,Germany,43861
